No.,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude,month
184,Swiggy,Bengaluru,other,Karnataka,India,Asia,800,21-Apr-20,9.2,8657,7857,Food,Series I,1600,2020,12.98815675,77.62260004,Apr
185,Ike,San Francisco,San Francisco Bay Area,California,USA,North America,10,22-Apr-20,14,71,61,Transportation,Series A,52,2020,37.7792588,-122.4193286,Apr
186,Magic Leap,Miami,other,Florida,USA,North America,1000,22-Apr-20,50,2000,1000,Consumer,Series E,2600,2020,25.7741728,-80.19362,Apr
187,When I Work,Minneapolis,other,Minnesota,USA,North America,55,22-Apr-20,35,157,102,HR,Series B,24,2020,44.9772995,-93.2654692,Apr
188,Oscar Health,New York City,other,New York,USA,North America,70,23-Apr-20,5,1400,1330,Healthcare,Unknown,,2020,40.7127281,-74.0060152,Apr
189,Sisense,New York City,other,New York,USA,North America,80,23-Apr-20,9,889,809,Data,Series F,274,2020,40.7127281,-74.0060152,Apr
190,StockX,Detroit,other,Michigan,USA,North America,100,23-Apr-20,12,833,733,Retail,Series C,160,2020,42.3315509,-83.0466403,Apr
191,Zenefits,San Francisco,San Francisco Bay Area,California,USA,North America,87,23-Apr-20,15,580,493,HR,Series C,583,2020,37.7792588,-122.4193286,Apr
192,Ada Support,Toronto,other,Ontario,Canada,North America,36,24-Apr-20,23,157,121,Support,Series B,60,2024,43.6534817,-79.3839347,Apr
193,Divergent 3D,Los Angeles,other,California,USA,North America,57,24-Apr-20,36,158,101,Transportation,Series B,88,2020,34.0536909,-118.242766,Apr
194,Horizn Studios,Berlin,other,Berlin,Germany,Europe,15,24-Apr-20,25,60,45,Travel,Series B,30,2020,52.5170365,13.3888599,Apr
195,Jiobit,Chicago,other,Illinois,USA,North America,6,24-Apr-20,21,29,23,Consumer,Unknown,12,2020,41.8755616,-87.6244212,Apr
196,Lighter Capital,Seattle,Cascadia,Washington,USA,North America,18,24-Apr-20,22,82,64,Finance,Series B,15,2020,47.6038321,-122.330062,Apr
197,TutorMundi,Sao Paulo,other,State of São Paulo,Brazil,South America,4,24-Apr-20,100,4,0,Education,Series A,2,2020,-23.5506507,-46.6333824,Apr
198,UPshow,Chicago,other,Illinois,USA,North America,19,24-Apr-20,30,63,44,Marketing,Series A,7,2020,41.8755616,-87.6244212,Apr
199,Welkin Health,San Francisco,San Francisco Bay Area,California,USA,North America,10,24-Apr-20,33,30,20,Healthcare,Series B,29,2020,37.7792588,-122.4193286,Apr
200,Submittable,Missoula,other,Montana,USA,North America,30,25-Apr-20,20,150,120,Other,Series B,17,2020,46.8701049,-113.995267,Apr
201,Automation Anything,San Jose,San Francisco Bay Area,California,USA,North America,260,27-Apr-20,10,2600,2340,Other,Series B,840,2020,37.3361663,-121.890591,Apr
202,JetClosing,Seattle,Cascadia,Washington,USA,North America,20,27-Apr-20,20,100,80,Real Estate,Series A,24,2020,47.6038321,-122.330062,Apr
203,App Annie,San Francisco,San Francisco Bay Area,California,USA,North America,80,28-Apr-20,18,444,364,Data,Unknown,156,2020,37.7792588,-122.4193286,Apr
204,Deliveroo,London,other,England,UK,Europe,367,28-Apr-20,15,2447,2080,Food,Series G,1500,2020,51.4893335,-0.144055085,Apr
205,OpenX,Los Angeles,other,California,USA,North America,35,28-Apr-20,15,233,198,Marketing,Unknown,70,2020,34.0536909,-118.242766,Apr
206,PayJoy,San Francisco,San Francisco Bay Area,California,USA,North America,27,28-Apr-20,25,108,81,Finance,Series B,71,2020,37.7792588,-122.4193286,Apr
207,Shipsi,Los Angeles,other,California,USA,North America,20,28-Apr-20,50,40,20,Retail,Seed,2,2020,34.0536909,-118.242766,Apr
208,TripAdvisor,Boston,other,Massachusetts,USA,North America,900,28-Apr-20,25,3600,2700,Travel,Post-IPO,3,2020,42.3554334,-71.060511,Apr
209,Kayak / OpenTable,Stamford,other,Connecticut,USA,North America,160,29-Apr-20,8,2000,1840,Travel,Acquired,229,2020,41.0534302,-73.5387341,Apr
210,Lime,San Francisco,San Francisco Bay Area,California,USA,North America,80,29-Apr-20,13,615,535,Transportation,Series D,765,2020,37.7792588,-122.4193286,Apr
211,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,982,29-Apr-20,17,5776,4794,Transportation,Post-IPO,4900,2020,37.7792588,-122.4193286,Apr
212,TranSan Francisco Bay Areaix,New York City,other,New York,USA,North America,24,29-Apr-20,10,240,216,Logistics,Series D,128,2020,40.7127281,-74.0060152,Apr
213,Culture Trip,London,other,England,UK,Europe,95,01-May-20,32,297,202,Media,Series B,102,2020,51.4893335,-0.144055085,May
214,Namely,New York City,other,New York,USA,North America,110,01-May-20,40,275,165,HR,Series E,217,2020,40.7127281,-74.0060152,May
215,Sandbox VR,San Francisco,San Francisco Bay Area,California,USA,North America,80,01-May-20,80,100,20,Consumer,Series A,82,2020,37.7792588,-122.4193286,May
216,TheSkimm,New York City,other,New York,USA,North America,26,01-May-20,20,130,104,Media,Series C,28,2020,40.7127281,-74.0060152,May
217,Trax,Tel Aviv,other,non,Israel,Asia,120,03-May-20,10,1200,1080,Retail,Series D,386,2020,32.0852997,34.7818064,May
218,Careem,Dubai,other,non,United Arabian Emirates,Asia,536,04-May-20,31,1729,1193,Transportation,Acquired,771,2020,25.276987,55.296249,May
219,CureFit,Bengaluru,other,Karnataka,India,Asia,800,04-May-20,16,5000,4200,Fitness,Series D,404,2020,12.98815675,77.62260004,May
220,Deputy,Sydney,other,New South Wales,Australia,Oceana,60,04-May-20,30,200,140,HR,Series B,106,2020,-33.8698439,151.2082848,May
221,Element AI,Montreal,other,Quebec,Canada,North America,62,04-May-20,15,413,351,Other,Series B,257,2020,45.5031824,-73.5698065,May
222,Loopio,Toronto,other,Ontario,Canada,North America,11,04-May-20,8,138,127,Sales,Series A,11,2020,43.6534817,-79.3839347,May
223,Oriente,Hong Kong,other,non,Hong Kong,Asia,400,04-May-20,20,2000,1600,Finance,Series B,175,2020,22.2793278,114.1628131,May
224,Veriff,Tallinn,other,non,Estonia,Europe,63,04-May-20,21,300,237,Security,Series A,7,2020,59.4372155,24.7453688,May
225,Airbnb,San Francisco,San Francisco Bay Area,California,USA,North America,1900,05-May-20,25,7600,5700,Travel,Private Equity,5400,2020,37.7792588,-122.4193286,May
226,Andela,New York City,other,New York,USA,North America,135,05-May-20,10,1350,1215,HR,Series D,181,2020,40.7127281,-74.0060152,May
227,Juul,San Francisco,San Francisco Bay Area,California,USA,North America,900,05-May-20,30,3000,2100,Consumer,Unknown,1500,2020,37.7792588,-122.4193286,May
228,Stack Overflow,New York City,other,New York,USA,North America,40,05-May-20,15,267,227,HR,Series D,68,2020,40.7127281,-74.0060152,May
229,Workable,Boston,other,Massachusetts,USA,North America,25,05-May-20,10,250,225,HR,Series C,84,2020,42.3554334,-71.060511,May
230,Rubicon Project,Los Angeles,other,California,USA,North America,50,06-May-20,8,625,575,Marketing,Post-IPO,60,2020,34.0536909,-118.242766,May
231,Segment,San Francisco,San Francisco Bay Area,California,USA,North America,50,06-May-20,10,500,450,Data,Series D,283,2020,37.7792588,-122.4193286,May
232,Uber,San Francisco,San Francisco Bay Area,California,USA,North America,3700,06-May-20,14,26429,22729,Transportation,Post-IPO,24700,2020,37.7792588,-122.4193286,May
233,Flywire,Boston,other,Massachusetts,USA,North America,60,07-May-20,12,500,440,Finance,Series E,263,2020,42.3554334,-71.060511,May
234,Glassdoor,San Francisco,San Francisco Bay Area,California,USA,North America,300,07-May-20,30,1000,700,HR,Acquired,204,2020,37.7792588,-122.4193286,May
235,Jump,New York City,other,New York,USA,North America,500,07-May-20,100,500,0,Transportation,Acquired,11,2020,40.7127281,-74.0060152,May
236,Numbrs,Zurich,other,non,Switzerland,Europe,62,07-May-20,50,124,62,Finance,Series B,78,2020,47.3744489,8.5410422,May
237,Tally,San Francisco,San Francisco Bay Area,California,USA,North America,28,07-May-20,23,122,94,Finance,Series C,92,2020,37.7792588,-122.4193286,May
238,N26,New York City,other,New York,USA,North America,9,08-May-20,1,900,891,Finance,Series D,782,2020,40.7127281,-74.0060152,May
239,Cadre,New York City,other,New York,USA,North America,28,11-May-20,25,112,84,Real Estate,Series C,133,2020,40.7127281,-74.0060152,May
240,Revolut,London,other,England,UK,Europe,60,11-May-20,3,2000,1940,Finance,Series D,837,2020,51.4893335,-0.144055085,May
241,Hireology,Chicago,other,Illinois,USA,North America,36,12-May-20,17,212,176,HR,Series D,52,2020,41.8755616,-87.6244212,May
242,Mixpanel,San Francisco,San Francisco Bay Area,California,USA,North America,65,12-May-20,19,342,277,Data,Series B,77,2020,37.7792588,-122.4193286,May
243,Top Hat,Toronto,other,Ontario,Canada,North America,16,12-May-20,3,533,517,Education,Series D,104,2020,43.6534817,-79.3839347,May
244,Zeus Living,San Francisco,San Francisco Bay Area,California,USA,North America,73,12-May-20,50,146,73,Real Estate,Series B,79,2020,37.7792588,-122.4193286,May
245,Deliv,Menlo Park,San Francisco Bay Area,California,USA,North America,669,13-May-20,100,669,0,Retail,Series C,80,2020,37.4519671,-122.177992,May
246,Kickstarter,New York City,other,New York,USA,North America,25,13-May-20,18,139,114,Finance,Unknown,10,2020,40.7127281,-74.0060152,May
247,Mercos,Joinville,other,State of Santa Catarina,Brazil,South America,51,13-May-20,40,128,77,Sales,Unknown,2,2020,-26.3044898,-48.8486726,May
248,Cruise,San Francisco,San Francisco Bay Area,California,USA,North America,150,14-May-20,8,1875,1725,Transportation,Acquired,5300,2020,37.7792588,-122.4193286,May
249,Integral Ad Science,New York City,other,New York,USA,North America,70,14-May-20,10,700,630,Marketing,Acquired,116,2020,40.7127281,-74.0060152,May
250,Ridecell,San Francisco,San Francisco Bay Area,California,USA,North America,35,14-May-20,15,233,198,Transportation,Series B,73,2020,37.7792588,-122.4193286,May
251,Lattice,San Francisco,San Francisco Bay Area,California,USA,North America,16,15-May-20,10,160,144,HR,Series C,49,2020,37.7792588,-122.4193286,May
252,Lendingkart,Ahmedabad,other,Gujarat,India,Asia,500,15-May-20,50,1000,500,Finance,Unknown,200,2020,23.0216238,72.5797068,May
253,Zomato,Gurugram,other,Haryana,India,Asia,520,15-May-20,13,4000,3480,Food,Series J,914,2020,28.4646148,77.0299194,May
254,Swiggy,Bengaluru,other,Karnataka,India,Asia,1100,18-May-20,14,7857,6757,Food,Series I,1600,2020,12.98815675,77.62260004,May
255,Uber,San Francisco,San Francisco Bay Area,California,USA,North America,3000,18-May-20,13,23077,20077,Transportation,Post-IPO,24700,2020,37.7792588,-122.4193286,May
256,WeWork,New Delhi,other,Delhi,India,Asia,100,18-May-20,20,500,400,Real Estate,Series H,19500,2020,28.6138954,77.2090057,May
257,Livspace,Bengaluru,other,Karnataka,India,Asia,450,19-May-20,15,3000,2550,Retail,Series D,157,2020,12.98815675,77.62260004,May
258,Pollen,London,other,England,UK,Europe,69,19-May-20,31,223,154,Travel,Series B,88,2020,51.4893335,-0.144055085,May
259,Intercom,San Francisco,San Francisco Bay Area,California,USA,North America,39,20-May-20,6,650,611,Support,Series D,240,2020,37.7792588,-122.4193286,May
260,Ola,Bengaluru,other,Karnataka,India,Asia,1400,20-May-20,35,4000,2600,Transportation,Series J,3800,2020,12.98815675,77.62260004,May
261,Samsara,San Francisco,San Francisco Bay Area,California,USA,North America,300,20-May-20,18,1667,1367,Logistics,Series F,530,2020,37.7792588,-122.4193286,May
262,ShareChat,Bengaluru,other,Karnataka,India,Asia,101,20-May-20,25,404,303,Marketing,Series D,222,2020,12.98815675,77.62260004,May
263,SoFi,San Francisco,San Francisco Bay Area,California,USA,North America,112,20-May-20,7,1600,1488,Finance,Private Equity,2500,2020,37.7792588,-122.4193286,May
264,Stay Alfred,Spokane,other,Washington,USA,North America,221,20-May-20,100,221,0,Travel,Series B,62,2020,47.6571934,-117.42351,May
265,Cvent,Washington DC,other,District of Columbia,USA,North America,400,21-May-20,10,4000,3600,Marketing,Acquired,146,2020,38.8950368,-77.0365427,May
266,Glitch,New York City,other,New York,USA,North America,18,21-May-20,36,50,32,Product,Series A,30,2020,40.7127281,-74.0060152,May
267,PickYourTrail,Chennai,other,Tamil Nadu,India,Asia,70,21-May-20,35,200,130,Travel,Series A,3,2020,13.0836939,80.270186,May
268,Bluprint,Denver,other,Colorado,USA,North America,137,26-May-20,100,137,0,Education,Acquired,108,2020,39.7392364,-104.984862,May
269,Uber,Bengaluru,other,Karnataka,India,Asia,600,26-May-20,23,2609,2009,Transportation,Post-IPO,24700,2020,12.98815675,77.62260004,May
270,Ebanx,Curitiba,other,State of Paraná,Brazil,South America,62,27-May-20,8,775,713,Finance,Unknown,30,2020,-25.4295963,-49.2712724,May
271,Instructure,Salt Lake City,other,Utah,USA,North America,150,27-May-20,12,1250,1100,Education,Acquired,89,2020,40.7596198,-111.886797,May
272,BookMyShow,Mumbai,other,Maharashtra,India,Asia,270,28-May-20,18,1500,1230,Consumer,Unknown,224,2020,19.0785451,72.878176,May
273,Culture Amp,Melbourne,other,Victoria,Australia,Oceana,36,28-May-20,8,450,414,HR,Series E,157,2020,-37.8142454,144.9631732,May
274,The Sill,New York City,other,New York,USA,North America,20,28-May-20,25,80,60,Retail,Series A,7,2020,40.7127281,-74.0060152,May
275,TrueCar,Los Angeles,other,California,USA,North America,219,28-May-20,30,730,511,Transportation,Post-IPO,340,2020,34.0536909,-118.242766,May
276,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,62,29-May-20,15,413,351,Finance,Series C,732,2020,37.7792588,-122.4193286,May
277,Loftium,Seattle,Cascadia,Washington,USA,North America,32,29-May-20,60,53,21,Real Estate,Series A,17,2020,47.6038321,-122.330062,May
278,CrowdStreet,Portland,Cascadia,Oregon,USA,North America,24,01-Jun-20,22,109,85,Real Estate,Series C,24,2020,45.5202471,-122.674194,Jun
279,Stitch Fix,San Francisco,San Francisco Bay Area,California,USA,North America,1400,01-Jun-20,18,7778,6378,Retail,Post-IPO,79,2020,37.7792588,-122.4193286,Jun
280,Descartes Labs,Santa Fe,other,New Mexico,USA,North America,12,02-Jun-20,16,75,63,Data,Series B,58,2020,35.6876096,-105.938456,Jun
281,Fundbox,San Francisco,San Francisco Bay Area,California,USA,North America,14,02-Jun-20,15,93,79,Finance,Series C,453,2020,37.7792588,-122.4193286,Jun
282,Rivian,Detroit,other,Michigan,USA,North America,40,02-Jun-20,2,2000,1960,Transportation,Post-IPO,10700,2020,42.3315509,-83.0466403,Jun
283,Credit Sesame,Mountain View,San Francisco Bay Area,California,USA,North America,22,03-Jun-20,14,157,135,Finance,Series F,120,2020,37.3893889,-122.0832101,Jun
284,Monzo,London,other,England,UK,Europe,120,03-Jun-20,8,1500,1380,Finance,Series F,324,2020,51.4893335,-0.144055085,Jun
285,SpotHero,Chicago,other,Illinois,USA,North America,40,03-Jun-20,21,190,150,Transportation,Series D,117,2020,41.8755616,-87.6244212,Jun
286,Builder,Los Angeles,other,California,USA,North America,39,04-Jun-20,14,279,240,Product,Series A,29,2020,34.0536909,-118.242766,Jun
287,Lastline,Redwood City,San Francisco Bay Area,California,USA,North America,50,04-Jun-20,40,125,75,Security,Series C,52,2020,37.4863239,-122.232523,Jun
288,Ethos Life,San Francisco,San Francisco Bay Area,California,USA,North America,18,05-Jun-20,14,129,111,Finance,Series C,106,2020,37.7792588,-122.4193286,Jun
289,The Athletic,San Francisco,San Francisco Bay Area,California,USA,North America,46,05-Jun-20,8,575,529,Media,Series D,139,2020,37.7792588,-122.4193286,Jun
290,Branch,New York City,other,New York,USA,North America,3,11-Jun-20,27,11,8,Retail,Seed,2,2020,40.7127281,-74.0060152,Jun
291,SynapseFI,San Francisco,San Francisco Bay Area,California,USA,North America,63,12-Jun-20,48,131,68,Finance,Series B,50,2020,37.7792588,-122.4193286,Jun
292,Uber,Amsterdam,other,non,Netherlands,Europe,225,12-Jun-20,25,900,675,Transportation,Post-IPO,,2020,52.3730796,4.8924534,Jun
293,Grab,Singapore,other,non,Singapore,Asia,360,16-Jun-20,5,7200,6840,Transportation,Series I,,2020,1.2899175,103.8519072,Jun
294,PaisaBazaar,Gurugram,other,Haryana,India,Asia,1500,16-Jun-20,50,3000,1500,Finance,Series G,496,2020,28.4646148,77.0299194,Jun
295,Redox,Madison,other,Wisconsin,USA,North America,44,16-Jun-20,25,176,132,Healthcare,Series C,50,2020,43.074761,-89.3837613,Jun
296,Splunk,San Jose,San Francisco Bay Area,California,USA,North America,70,16-Jun-20,1,7000,6930,Data,Post-IPO,40,2020,37.3361663,-121.890591,Jun
297,Navi,Bengaluru,other,Karnataka,India,Asia,40,17-Jun-20,25,160,120,Finance,Private Equity,582,2020,12.98815675,77.62260004,Jun
298,Intuit,Mountain View,San Francisco Bay Area,California,USA,North America,715,22-Jun-20,7,10214,9499,Finance,Post-IPO,18,2020,37.3893889,-122.0832101,Jun
299,Dark,San Francisco,San Francisco Bay Area,California,USA,North America,6,23-Jun-20,100,6,0,Product,Seed,3,2020,37.7792588,-122.4193286,Jun
300,Gojek,Jakarta,other,non,Indonesia,Asia,430,23-Jun-20,9,4778,4348,Transportation,Series F,4800,2020,-6.175247,106.8270488,Jun
301,ScaleFactor,Austin,other,Texas,USA,North America,90,23-Jun-20,90,100,10,Finance,Series C,103,2020,30.2711286,-97.7436995,Jun
302,Sonos,New York City,other,New York,USA,North America,174,24-Jun-20,12,1450,1276,Consumer,Post-IPO,455,2020,40.7127281,-74.0060152,Jun
303,Bounce,Bengaluru,other,Karnataka,India,Asia,130,29-Jun-20,22,591,461,Transportation,Series D,214,2020,12.98815675,77.62260004,Jun
304,Katerra,Menlo Park,San Francisco Bay Area,California,USA,North America,400,29-Jun-20,7,5714,5314,Construction,Series E,1300,2020,37.4519671,-122.177992,Jun
305,G2,Chicago,other,Illinois,USA,North America,17,30-Jun-20,5,340,323,Marketing,Series C,101,2020,41.8755616,-87.6244212,Jun
306,Zilingo,Singapore,other,non,Singapore,Asia,100,09-Jul-20,12,833,733,Retail,Series D,307,2020,1.2899175,103.8519072,Jul
307,Skyscanner,Edinburgh,other,Scotland,UK,Europe,300,14-Jul-20,20,1500,1200,Travel,Acquired,197,2020,55.9533456,-3.1883749,Jul
308,Optimizely,San Francisco,San Francisco Bay Area,California,USA,North America,60,15-Jul-20,15,400,340,Marketing,Series D,251,2020,37.7792588,-122.4193286,Jul
309,Lighter Capital,Seattle,Cascadia,Washington,USA,North America,22,20-Jul-20,49,45,23,Finance,Series B,15,2020,47.6038321,-122.330062,Jul
310,LinkedIn,Sunnyvale,San Francisco Bay Area,California,USA,North America,960,21-Jul-20,6,16000,15040,HR,Acquired,154,2020,37.3688301,-122.036349,Jul
311,Checkr,San Francisco,San Francisco Bay Area,California,USA,North America,64,23-Jul-20,12,533,469,HR,Series D,309,2020,37.7792588,-122.4193286,Jul
312,Swiggy,Bengaluru,other,Karnataka,India,Asia,350,27-Jul-20,5,7000,6650,Food,Series I,1600,2020,12.98815675,77.62260004,Jul
313,Zeitgold,Berlin,other,Berlin,Germany,Europe,75,27-Jul-20,72,104,29,Finance,Series B,60,2020,52.5170365,13.3888599,Jul
314,Procore,Los Angeles,other,California,USA,North America,180,28-Jul-20,9,2000,1820,Construction,Unknown,649,2020,34.0536909,-118.242766,Jul
315,Buy.com,San Mateo,San Francisco Bay Area,California,USA,North America,87,30-Jul-20,100,87,0,Retail,Acquired,42,2020,37.496904,-122.3330573,Jul
316,Thriver,Toronto,other,Ontario,Canada,North America,75,06-Aug-20,50,150,75,Food,Series B,53,2020,43.6534817,-79.3839347,Aug
317,Glossier,New York City,other,New York,USA,North America,150,07-Aug-20,38,395,245,Retail,Series D,186,2020,40.7127281,-74.0060152,Aug
318,Eatsy,Singapore,other,non,Singapore,Asia,20,08-Aug-20,100,20,0,Food,Seed,1,2020,1.2899175,103.8519072,Aug
319,Mozilla,San Francisco,San Francisco Bay Area,California,USA,North America,250,11-Aug-20,25,1000,750,Consumer,Unknown,2,2020,37.7792588,-122.4193286,Aug
